response_id,data_source,cohort,student_id,student_track,student_prior_stats,run_id,mode,preset,preset_label,item_position,response_date,response_datetime,week_of_term,day_of_week,hour_of_day,time_block,item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,has_source_line,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,exposure_number,device,chosen_position,chosen_option_text,correct,response_time_sec,item_text_full,response_text
R006928,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",16,2025-10-30,2025-10-30 19:28:19,10,Thu,19,Evening,177,HYP-10,Hypothesis testing,lecture,Rewritten from textbook items to match lecture,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,1,,,,,4,2,There is no difference between the programs in the population,78,61,31.3,29.7,0,1,tablet,2,There is no difference between the programs in the population,1,5.0,"Q: In a study comparing two onboarding programs, the null hypothesis states that:  ||  A) The new program is better  |  B) There is no difference between the programs in the population [X]  |  C) The sample is representative  |  D) The programs differ by at least one point",Chose B) There is no difference between the programs in the population - CORRECT
R006929,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",17,2025-10-30,2025-10-30 19:28:25,10,Thu,19,Evening,581,SKC-22,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,skc,Sporting KC,exam2,lab3,,0,,,,,4,2,There is no difference in mean goals between home and away matches,82,66,30.3,35.7,1,1,tablet,1,Home scoring exceeds away scoring,0,16.6,Q: An analyst tests whether Sporting KC score more at home than away. H0 states that:  ||  A) Home scoring exceeds away scoring  |  B) There is no difference in mean goals between home and away matches [X]  |  C) Away scoring exceeds home scoring  |  D) The venue effect is large,Chose A) Home scoring exceeds away scoring - INCORRECT (key: B) There is no difference in mean goals between home and away matches)
R006930,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",18,2025-10-30,2025-10-30 19:28:42,10,Thu,19,Evening,1251,TV-47,Effect size,theme,Themed sets,9,Which Test · t-Tests,9,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,1,A small effect,122,14,20.7,-6.7,1,1,tablet,1,A small effect,1,10.7,"Q: A hypothetical comparison of singalong loudness between two tour legs yields Cohen's d = 0.22. How is this best described?  ||  A) A small effect [X]  |  B) A moderate effect  |  C) A large effect  |  D) No effect, since d is below 1.0",Chose A) A small effect - CORRECT
R006931,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",19,2025-10-30,2025-10-30 19:28:54,10,Thu,19,Evening,961,S10-22,ANOVA,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,2,4.0,88,3,3.7,-0.7,1,1,tablet,2,4.0,1,11.3,Q: A source table shows SS within = 180 and df within = 45. What is the mean square within?  ||  A) 2.0  |  B) 4.0 [X]  |  C) 8.0  |  D) 225.0,Chose B) 4.0 - CORRECT
R006932,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",20,2025-10-30,2025-10-30 19:29:06,10,Thu,19,Evening,1170,BRO-45,Test selection,theme,Themed sets,9,Which Test · t-Tests,9,broncos,Denver Broncos,exam2,lab3,,0,,,,,4,4,Paired-samples t-test,165,21,23.3,-2.3,1,1,laptop,2,One-way ANOVA,0,17.4,Q: An analyst records each of 16 Broncos linemen's bench-press reps in March and again in July after one training program. Which test best compares the two time points?  ||  A) Independent-samples t-test  |  B) One-way ANOVA  |  C) Chi-square test of independence  |  D) Paired-samples t-test [X],Chose B) One-way ANOVA - INCORRECT (key: D) Paired-samples t-test)
R006933,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",1,2025-10-31,2025-10-31 22:10:00,10,Fri,22,Late night,552,HE-31,ANOVA,theme,Themed sets,10,ANOVA and Post-Hoc Comparisons,10,highered,Higher Ed (humor included),exam2,lab3,,0,,,,,4,2,One-way ANOVA,83,13,13.0,0.0,0,1,desktop,2,One-way ANOVA,1,6.9,Q: Compare mean time-to-degree across four colleges (different students in each). Use:  ||  A) Six t-tests  |  B) One-way ANOVA [X]  |  C) Paired t-test  |  D) Regression only,Chose B) One-way ANOVA - CORRECT
R006934,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",2,2025-10-31,2025-10-31 22:10:08,10,Fri,22,Late night,949,S10-10,Hypothesis testing,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,2,At least one pair of school means differs somewhere,119,51,51.0,0.0,0,1,desktop,3,All four schools have equal population means,0,17.2,Q: A superintendent runs a one-way ANOVA across four high schools and gets a significant omnibus F. What may she conclude?  ||  A) The highest-scoring school differs from the lowest-scoring school  |  B) At least one pair of school means differs somewhere [X]  |  C) All four schools have equal population means  |  D) Every school differs from every other school,Chose C) All four schools have equal population means - INCORRECT (key: B) At least one pair of school means differs somewhere)
R006935,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",3,2025-10-31,2025-10-31 22:10:27,10,Fri,22,Late night,404,BRO-24,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,broncos,Denver Broncos,exam2,lab3,,0,,,,,4,2,Note that the effect is statistically significant but practically tiny; check the effect size,135,93,34.3,58.7,1,1,desktop,2,Note that the effect is statistically significant but practically tiny; check the effect size,1,12.8,"Q: An analyst reports that a new blocking scheme improves yards per carry by 0.02 with p < .001 across 40,000 plays. The best reaction is:  ||  A) Adopt it — significant means important  |  B) Note that the effect is statistically significant but practically tiny; check the effect size [X]  |  C) Reject the study because the sample is too big  |  D) Rerun it one-tailed",Chose B) Note that the effect is statistically significant but practically tiny; check the effect size - CORRECT
R006936,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",4,2025-10-31,2025-10-31 22:10:42,10,Fri,22,Late night,888,S08-49,What statistics cannot do,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,4,Statistics can inform the comparison but cannot set the priority,136,64,77.7,-13.7,0,1,desktop,4,Statistics can inform the comparison but cannot set the priority,1,7.8,Q: A board wants the analysis to decide whether equity or cost should be the deciding criterion for a program. What should the analyst say?  ||  A) Statistics can weight the two criteria automatically if both are measured well  |  B) A significance test can rank competing program criteria by their importance  |  C) Effect sizes computed for each criterion will settle the value question directly  |  D) Statistics can inform the comparison but cannot set the priority [X],Chose D) Statistics can inform the comparison but cannot set the priority - CORRECT
R006937,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",5,2025-10-31,2025-10-31 22:10:52,10,Fri,22,Late night,877,S08-38,What statistics cannot do,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,2,"No; the test weighs evidence, while worth depends on size, cost, and values",118,75,76.7,-1.7,0,1,desktop,2,"No; the test weighs evidence, while worth depends on size, cost, and values",1,10.0,"Q: A team asks whether a significance test can tell them if their program is worth continuing. What is the honest answer?  ||  A) Yes, if the p-value falls below .05 then the program is worth continuing to fund  |  B) No; the test weighs evidence, while worth depends on size, cost, and values [X]  |  C) Yes, as long as the evaluation was designed with at least 80 percent power  |  D) No, because significance tests can only be applied to randomized experiments","Chose B) No; the test weighs evidence, while worth depends on size, cost, and values - CORRECT"
R006938,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",6,2025-10-31,2025-10-31 22:11:03,10,Fri,22,Late night,911,S09-22,t-tests,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,3,"As n grows, the t distribution approaches the normal curve",141,58,58.0,0.0,0,1,desktop,3,"As n grows, the t distribution approaches the normal curve",1,13.2,"Q: A public health analyst has a large sample and knows the population standard deviation. How do the z test and the t-test relate in this case?  ||  A) They are unrelated procedures with different research questions  |  B) The t-test is only valid when the population standard deviation is known  |  C) As n grows, the t distribution approaches the normal curve [X]  |  D) The z test requires paired observations","Chose C) As n grows, the t distribution approaches the normal curve - CORRECT"
R006939,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",7,2025-10-31,2025-10-31 22:11:18,10,Fri,22,Late night,358,P10-24,Sampling and standard error,pub,Publisher test bank — application level,7,Confidence Intervals,7|8,,,exam1|exam2,lab2|lab3,,1,,,,,4,4,5,114,1,1.7,-0.7,1,4,laptop,4,5,1,10.1,"Q: If you have a population standard deviation of 10 and a sample size of 4, what is your standard error of the mean?  ||  A) -5  |  B) 14  |  C) 6  |  D) 5 [X]",Chose D) 5 - CORRECT
R006940,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",8,2025-10-31,2025-10-31 22:11:29,10,Fri,22,Late night,1253,TV-49,ANOVA,theme,Themed sets,10,ANOVA and Post-Hoc Comparisons,10,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,2,It controls the inflated familywise Type I error rate,128,53,50.3,2.7,0,1,mobile,2,It controls the inflated familywise Type I error rate,1,9.7,"Q: Following a significant ANOVA across five eras, why would a researcher use Tukey's HSD rather than running all pairwise t-tests?  ||  A) It increases statistical power by ignoring group variances  |  B) It controls the inflated familywise Type I error rate [X]  |  C) It converts the F ratio into an effect size  |  D) It corrects violations of the normality assumption",Chose B) It controls the inflated familywise Type I error rate - CORRECT
R006941,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",9,2025-10-31,2025-10-31 22:11:40,10,Fri,22,Late night,372,P13-28,ANOVA,pub,Publisher test bank — application level,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,1,,,,,4,1,30,84,2,1.3,0.7,1,1,desktop,4,2,0,11.7,"Q: When interpreting F(2, 27) = 8.80, p < 0.05, what is the total sample size examined?  ||  A) 30 [X]  |  B) 29  |  C) 3  |  D) 2",Chose D) 2 - INCORRECT (key: A) 30)
R006942,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0342,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",10,2025-10-31,2025-10-31 22:11:54,10,Fri,22,Late night,1191,HE-50,Effect size,theme,Themed sets,9,Which Test · t-Tests,9,highered,Higher Ed (humor included),exam2,lab3,,0,,,,,4,2,A small effect,148,14,25.7,-11.7,1,2,desktop,2,A small effect,1,14.0,Q: A committee reports Cohen's d = 0.22 for the difference in meeting-satisfaction scores between two agenda formats. How should this be characterized?  ||  A) A large effect  |  B) A small effect [X]  |  C) An effect that is statistically significant  |  D) A correlation of .22,Chose B) A small effect - CORRECT
R006943,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0343,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",1,2025-11-02,2025-11-02 20:37:00,10,Sun,20,Evening,972,S10-33,ANOVA,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,3,SS between plus SS within equals SS total,55,41,41.7,-0.7,0,1,desktop,4,SS between minus SS within equals SS total,0,5.7,"Q: In an ANOVA source table, which relationship must hold?  ||  A) MS between plus MS within equals MS total  |  B) df between times df within equals df total  |  C) SS between plus SS within equals SS total [X]  |  D) SS between minus SS within equals SS total",Chose D) SS between minus SS within equals SS total - INCORRECT (key: C) SS between plus SS within equals SS total)
R006944,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0343,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",2,2025-11-02,2025-11-02 20:37:06,10,Sun,20,Evening,178,TT-01,t-tests,lecture,Rewritten from textbook items to match lecture,9,Which Test · t-Tests,9,,,exam2,lab3,,1,,,,,4,3,One-sample t-test,149,17,20.0,-3.0,1,1,desktop,4,One-way ANOVA,0,16.6,Q: A department wants to know whether its 35 graduates' mean licensure score (82) differs from the published national mean (78). The right test is a(n):  ||  A) Independent-samples t-test  |  B) Paired-samples t-test  |  C) One-sample t-test [X]  |  D) One-way ANOVA,Chose D) One-way ANOVA - INCORRECT (key: C) One-sample t-test)
R006945,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0343,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",3,2025-11-02,2025-11-02 20:37:24,10,Sun,20,Evening,880,S08-41,Inference,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,2,"P-values describe these data under the null, not future replication",107,67,77.7,-10.7,1,1,mobile,2,"P-values describe these data under the null, not future replication",1,17.1,"Q: An analyst claims a p-value of .001 means the finding will replicate 999 times out of 1,000. What is wrong?  ||  A) Replication probabilities can only be computed from a properly one-tailed test  |  B) P-values describe these data under the null, not future replication [X]  |  C) The claim only holds for studies whose samples are larger than 1,000 people  |  D) Replication rates are given by the alpha level chosen, not by the p-value itself","Chose B) P-values describe these data under the null, not future replication - CORRECT"
R006946,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0343,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",4,2025-11-02,2025-11-02 20:37:43,10,Sun,20,Evening,898,S09-09,Test selection,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,1,Pearson correlation coefficient,199,31,21.3,9.7,1,1,mobile,1,Pearson correlation coefficient,1,23.2,Q: A hospital administrator asks whether nurse staffing ratio and patient satisfaction score move together across 60 units. Both are measured on continuous scales. Which procedure answers this question?  ||  A) Pearson correlation coefficient [X]  |  B) Paired-samples t-test  |  C) Independent-samples t-test  |  D) One-sample z test,Chose A) Pearson correlation coefficient - CORRECT
R006947,simulated,BIGTREE-FA25,BTS-06,Healthcare Leadership,1,run-0343,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",5,2025-11-02,2025-11-02 20:38:06,10,Sun,20,Evening,629,NEWS-40,Hypothesis testing,news,"Current events — real reported figures, with the source",8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,Reuters/Ipsos,Apr–May 2026,2026-09-11,https://www.ipsos.com/en-us/americas-frustration-cost-living-continues-rise,4,1,A 1-point move sits far inside the margin of error; there is no evidence of any change,123,86,44.3,41.7,1,1,laptop,1,A 1-point move sits far inside the margin of error; there is no evidence of any change,1,7.8,"Q: Approval reads 34% in one month's poll and 35% in the next. A headline announces a ""rebound."" The statistical objection is:  ||  A) A 1-point move sits far inside the margin of error; there is no evidence of any change [X]  |  B) Approval cannot rise  |  C) The second poll should have been larger  |  D) One point is significant with a big enough sample, so the headline is fine",Chose A) A 1-point move sits far inside the margin of error; there is no evidence of any change - CORRECT
