item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,source_note,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,item_text_full,n_responses
803,S07-14,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,$69.8 to $80.2,167,14,14.7,-0.7,1,"Q: A random sample of 100 clinic visits has a mean cost of $75 with a standard deviation of $20. Using a 99% level (critical value about 2.58), which interval is correct?  ||  A) $73.00 to $77.00  |  B) $69.8 to $80.2 [X]  |  C) $71.1 to $78.9  |  D) $55.0 to $95.0",15
804,S07-15,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,It becomes about half as wide,164,29,35.0,-6.0,1,"Q: A nonprofit repeats its client survey with four times as many respondents, with everything else unchanged. What happens to the 95% confidence interval for the mean?  ||  A) It stays the same width  |  B) It becomes about four times narrower  |  C) It becomes about half as wide [X]  |  D) It becomes wider because more variation enters",14
805,S07-16,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,District A's interval will be wider,174,35,55.3,-20.3,1,"Q: Two districts each survey 150 teachers about hours spent on paperwork. District A's responses are far more spread out than District B's. How will their 95% intervals compare?  ||  A) District A's interval will be wider [X]  |  B) District B's interval will be wider  |  C) The intervals will be the same width because the samples are the same size  |  D) Spread does not affect interval width, only the mean does",14
806,S07-17,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,The standard deviation describes individual cases; the standard error describes sample means,133,92,70.3,21.7,0,"Q: A program director confuses the standard deviation with the standard error in a report. Which statement correctly distinguishes them?  ||  A) They are the same quantity under two different names  |  B) The standard error is always larger than the standard deviation  |  C) The standard deviation describes individual cases; the standard error describes sample means [X]  |  D) The standard deviation shrinks as the sample size grows, while the standard error stays constant",13
807,S07-18,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,A sampling distribution of the mean,198,35,34.7,0.3,1,"Q: In a training exercise, 500 different random samples of 40 patients each are drawn and a mean blood-pressure reading is computed for each sample. The 500 means are then graphed. What has been built?  ||  A) A distribution of the raw patient scores  |  B) A frequency table of the population  |  C) A cumulative percentage curve  |  D) A sampling distribution of the mean [X]",34
808,S07-19,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,About 95% of intervals built this way would contain the true mean,111,65,63.0,2.0,1,"Q: Which sentence correctly states what ""95% confidence"" means for a reported interval on mean student attendance?  ||  A) About 95% of intervals built this way would contain the true mean [X]  |  B) Exactly 95% of students have attendance values inside the reported interval  |  C) There is a 95% chance the sample mean falls outside it  |  D) The result is correct 95% of the time regardless of sampling",15
809,S07-20,Inference,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,Reasonable evidence that the two regional means genuinely differ,176,64,53.3,10.7,1,"Q: A state report gives 95% intervals for mean per-pupil spending: Region A $9,100 to $9,600 and Region B $10,200 to $10,800. The intervals do not overlap. What does that support?  ||  A) Proof that Region B spends more money on classroom instruction specifically  |  B) Reasonable evidence that the two regional means genuinely differ [X]  |  C) Proof that the samples were the same size  |  D) Evidence that Region A's data are inaccurate",12
810,S07-21,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,It says how often such intervals capture the true value,145,55,49.0,6.0,1,"Q: A pollster reports ""margin of error plus or minus 3.5 points at the 95% confidence level."" What does adding the confidence level tell the reader?  ||  A) It reports the share of respondents who were undecided or refused  |  B) It says how often such intervals capture the true value [X]  |  C) It guarantees that the poll is unbiased  |  D) It reports the poll's overall response rate",31
811,S07-22,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,About 56% to 64%,159,16,16.0,0.0,1,"Q: A health department surveys 600 randomly chosen adults; 60% report having a primary care provider. Using the 95% rule, which interval best reports that result?  ||  A) About 56% to 64% [X]  |  B) About 59% to 61%  |  C) About 50% to 70%  |  D) About 58% to 62%",16
812,S07-23,Inference,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,The data cannot rule out meeting or missing the target,161,54,46.0,8.0,1,Q: A board sets a target of 30 minutes for average call-center wait time. The 95% interval from a random audit is 22 to 34 minutes. What is the appropriate reading?  ||  A) The center has clearly failed the target and needs corrective action  |  B) The center has clearly met the target  |  C) The average is exactly 28 minutes  |  D) The data cannot rule out meeting or missing the target [X],24
813,S07-24,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,Quadruple the sample,172,20,24.3,-4.3,1,"Q: A nonprofit's margin of error is currently plus or minus 6 points and leadership wants plus or minus 3. Holding everything else constant, what sample size change is needed?  ||  A) Add 3 more respondents  |  B) Double the sample  |  C) Quadruple the sample [X]  |  D) Reduce the confidence level to 50%",15
814,S07-25,Normal curve,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,"With a large sample, the distribution of sample means is roughly normal",184,71,52.7,18.3,1,"Q: Clinic visit durations are strongly skewed, yet an analyst still uses the normal curve to build a confidence interval for the mean from 200 randomly chosen visits. What justifies this?  ||  A) With a large sample, the distribution of sample means is roughly normal [X]  |  B) Skewed data become normal when averaged, at any sample size  |  C) Confidence intervals assume nothing about distributions  |  D) The normal curve applies only to proportions",7
815,S07-26,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,The interval communicates the real precision readers need to judge the finding,251,78,54.7,23.3,1,"Q: A small nonprofit surveys 18 randomly selected clients and gets a 95% interval of 2.1 to 4.7 on a 5-point satisfaction scale. The director wants to drop the interval from the annual report because it ""looks bad."" What is the strongest counterargument?  ||  A) Removing it would make the reported mean more accurate  |  B) Intervals belong in a report only when they are narrow  |  C) The interval can be recomputed at 99% so it looks better  |  D) The interval communicates the real precision readers need to judge the finding [X]",29
816,S07-27,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,Higher confidence buys certainty at the cost of a wider interval,114,64,51.7,12.3,1,"Q: A researcher can report a 90%, 95%, or 99% interval from the same data. What is the tradeoff across these choices?  ||  A) Higher confidence gives more certainty and more precision  |  B) Lower confidence always produces a more accurate estimate  |  C) Higher confidence buys certainty at the cost of a wider interval [X]  |  D) The choice changes the sample mean itself",12
817,S07-28,What statistics cannot do,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,Systematic bias from families who could never be reached,178,56,46.0,10.0,0,"Q: A district's satisfaction survey reaches only families with working email addresses, but the report includes a tight margin of error. What does the narrow margin fail to capture?  ||  A) The standard deviation of the responses that were actually received  |  B) Systematic bias from families who could never be reached [X]  |  C) The size of the sample that responded  |  D) The mean of the responses received",13
818,S07-29,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,About 2 percentage points,140,25,25.3,-0.3,1,"Q: A statewide poll of 2,400 randomly selected residents finds 40% support a new bond. Using the 95% rule, roughly what is the margin of error?  ||  A) About 10 percentage points  |  B) About 6 percentage points  |  C) About 4 percentage points  |  D) About 2 percentage points [X]",26
819,S07-30,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,"The interval estimates the average across schools, not one school",193,65,54.3,10.7,1,"Q: A 95% interval for mean daily absences across a random sample of schools is 12.4 to 15.6 students. A principal asks whether her own school will fall in that range. What is the correct response?  ||  A) Yes, since 95% of schools fall inside it  |  B) Yes, but only if her school happened to be one of those included in the sample  |  C) The interval estimates the average across schools, not one school [X]  |  D) No school's value can fall inside an interval",8
820,S07-31,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,"Large sample, small standard deviation",113,38,38.0,0.0,1,"Q: Four teams each estimate a mean using a random sample. Which combination will produce the narrowest 95% interval?  ||  A) Small sample, large standard deviation  |  B) Large sample, small standard deviation [X]  |  C) Small sample, small standard deviation  |  D) Large sample, large standard deviation",33
821,S07-32,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,Roughly 64% to 72%,149,18,27.0,-9.0,1,"Q: A board report states: ""68% of participants completed the program (margin of error plus or minus 4 points)."" What range should trustees keep in mind?  ||  A) Roughly 64% to 72% [X]  |  B) Roughly 66% to 70%  |  C) Roughly 60% to 76%  |  D) Exactly 68%, since that is the measured value",9
822,S07-33,Inference,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,"Too close to call, since the plausible ranges overlap",172,53,48.0,5.0,1,"Q: A pre-election poll shows Candidate A at 48% and Candidate B at 45%, with a margin of error of plus or minus 3.5 points on each. How should a news editor describe the race?  ||  A) Candidate A has clearly pulled ahead in the race  |  B) Candidate B is certain to lose  |  C) Too close to call, since the plausible ranges overlap [X]  |  D) The poll is invalid because the two reported numbers are different",12
823,S07-34,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,"No, higher confidence requires casting a wider net",147,50,51.7,-1.7,1,"Q: An analyst recomputes an interval at the 99% level and it gets wider. A supervisor asks whether something went wrong. What is the correct response?  ||  A) Yes, higher confidence should tighten the estimate  |  B) No, higher confidence requires casting a wider net [X]  |  C) Yes, the sample size was probably entered wrong  |  D) No, but only because the standard deviation also increased",15
824,S07-35,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,The standard deviation stays about the same; the standard error shrinks,175,71,44.0,27.0,1,"Q: A researcher increases a random sample from 100 to 400 patients, drawn from the same population. What should happen to the sample standard deviation and to the standard error?  ||  A) The standard deviation stays about the same; the standard error shrinks [X]  |  B) Both should get smaller by half  |  C) The standard deviation should shrink; the standard error stays fixed  |  D) Both should stay exactly the same",15
825,S07-36,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,It falls from 3 to 1.5,179,22,19.3,2.7,1,Q: Scores on a leadership inventory have a standard deviation of 15. An evaluator expands a random sample from 25 to 100 participants. What happens to the standard error of the mean?  ||  A) It stays at 3  |  B) It falls from 3 to 0.75  |  C) It rises from 1.5 to 3  |  D) It falls from 3 to 1.5 [X],11
826,S07-37,What statistics cannot do,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,"Nothing; intervals capture sampling error, not measurement bias",190,63,50.3,12.7,1,"Q: A hospital's pain-rating instrument is known to read consistently two points too low. The team reports a tight 95% interval for the mean rating. What does the interval do about that problem?  ||  A) It corrects for the instrument's bias automatically  |  B) Nothing; intervals capture sampling error, not measurement bias [X]  |  C) It widens automatically when instruments are biased  |  D) It converts the biased scores to a standard scale",10
